locus_id,go_id,go_name
b2009,GO:0006974,cellular response to DNA damage stimulus
b2009,GO:0008657,DNA topoisomerase (ATP-hydrolyzing) inhibitor activity
b2009,GO:0019899,enzyme binding
b2009,GO:2000104,negative regulation of DNA-dependent DNA replication
b2009,GO:2000372,negative regulation of DNA topoisomerase (ATP-hydrolyzing) activity
b2010,GO:0004175,endopeptidase activity
b2010,GO:0004180,carboxypeptidase activity
b2010,GO:0008360,regulation of cell shape
b2010,GO:0008658,penicillin binding
b2010,GO:0009252,peptidoglycan biosynthetic process
b2011,GO:0000287,magnesium ion binding
b2011,GO:0000738,"DNA catabolic process, exonucleolytic"
b2011,GO:0003697,single-stranded DNA binding
b2011,GO:0005515,protein binding
b2011,GO:0006308,DNA catabolic process
b2011,GO:0008310,single-stranded DNA 3'-5' exodeoxyribonuclease activity
b2011,GO:0008852,exodeoxyribonuclease I activity
b2011,GO:0051575,5'-deoxyribose-5-phosphate lyase activity
b2012,GO:0005515,protein binding
b2013,GO:0005886,plasma membrane
b2014,GO:0005886,plasma membrane
b2014,GO:0015295,solute:proton symporter activity
b2014,GO:0015489,putrescine transmembrane transporter activity
b2014,GO:0015847,putrescine transport
b2014,GO:0048870,cell motility
b2015,GO:0006351,"transcription, DNA-templated"
b2016,GO:0005829,cytosol
b2017,GO:0015643,toxic substance binding
b2017,GO:0043565,sequence-specific DNA binding
b2017,GO:0044010,single-species biofilm formation
b2017,GO:0045892,"negative regulation of transcription, DNA-templated"
b2019,GO:0000105,histidine biosynthetic process
b2019,GO:0003879,ATP phosphoribosyltransferase activity
b2019,GO:0005829,cytosol
b2020,GO:0000105,histidine biosynthetic process
b2020,GO:0004399,histidinol dehydrogenase activity
b2020,GO:0005829,cytosol
b2020,GO:0030145,manganese ion binding
b2020,GO:0046872,metal ion binding
b2021,GO:0000105,histidine biosynthetic process
b2021,GO:0004400,histidinol-phosphate transaminase activity
b2021,GO:0005829,cytosol
b2021,GO:0042802,identical protein binding
b2022,GO:0000105,histidine biosynthetic process
b2022,GO:0004401,histidinol-phosphatase activity
b2022,GO:0004424,imidazoleglycerol-phosphate dehydratase activity
b2022,GO:0005515,protein binding
b2022,GO:0042802,identical protein binding
b2023,GO:0000105,histidine biosynthetic process
b2023,GO:0000107,imidazoleglycerol-phosphate synthase activity
b2023,GO:0009382,imidazoleglycerol-phosphate synthase complex
b2024,GO:0000105,histidine biosynthetic process
b2024,GO:0000162,tryptophan biosynthetic process
b2024,GO:0003949,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase activity
b2024,GO:0005829,cytosol
b2024,GO:0006974,cellular response to DNA damage stimulus
b2025,GO:0000105,histidine biosynthetic process
b2025,GO:0000107,imidazoleglycerol-phosphate synthase activity
b2025,GO:0005829,cytosol
b2025,GO:0009382,imidazoleglycerol-phosphate synthase complex
b2026,GO:0000105,histidine biosynthetic process
b2026,GO:0004635,phosphoribosyl-AMP cyclohydrolase activity
b2026,GO:0004636,phosphoribosyl-ATP diphosphatase activity
b2026,GO:0005829,cytosol
b2028,GO:0003979,UDP-glucose 6-dehydrogenase activity
b2028,GO:0005515,protein binding
b2028,GO:0009242,colanic acid biosynthetic process
b2029,GO:0004616,phosphogluconate dehydrogenase (decarboxylating) activity
b2029,GO:0005829,cytosol
b2029,GO:0006098,pentose-phosphate shunt
b2029,GO:0042802,identical protein binding
b2029,GO:0046177,D-gluconate catabolic process
b2032,GO:0009250,glucan biosynthetic process
b2032,GO:0016757,"transferase activity, transferring glycosyl groups"
b2033,GO:0005829,cytosol
b2033,GO:0008374,O-acyltransferase activity
b2034,GO:0008921,"lipopolysaccharide-1,6-galactosyltransferase activity"
b2035,GO:0005886,plasma membrane
b2036,GO:0005829,cytosol
b2036,GO:0008767,UDP-galactopyranose mutase activity
b2036,GO:0050660,flavin adenine dinucleotide binding
b2037,GO:0005886,plasma membrane
b2037,GO:0006974,cellular response to DNA damage stimulus
b2037,GO:0046677,response to antibiotic
b2038,GO:0005515,protein binding
b2038,GO:0005829,cytosol
b2038,GO:0006974,cellular response to DNA damage stimulus
b2038,GO:0008830,"dTDP-4-dehydrorhamnose 3,5-epimerase activity"
b2038,GO:0009103,lipopolysaccharide biosynthetic process
b2038,GO:0009411,response to UV
b2038,GO:0045226,extracellular polysaccharide biosynthetic process
b2038,GO:0046677,response to antibiotic
b2039,GO:0005829,cytosol
b2039,GO:0008879,glucose-1-phosphate thymidylyltransferase activity
b2039,GO:0042802,identical protein binding
b2039,GO:0046872,metal ion binding
b2040,GO:0005829,cytosol
b2040,GO:0008831,dTDP-4-dehydrorhamnose reductase activity
b2040,GO:0009103,lipopolysaccharide biosynthetic process
b2040,GO:0045226,extracellular polysaccharide biosynthetic process
b2041,GO:0005829,cytosol
b2041,GO:0008460,"dTDP-glucose 4,6-dehydratase activity"
b2041,GO:0009103,lipopolysaccharide biosynthetic process
b2041,GO:0009226,nucleotide-sugar biosynthetic process
b2041,GO:0019305,dTDP-rhamnose biosynthetic process
b2041,GO:0042802,identical protein binding
b2041,GO:0045226,extracellular polysaccharide biosynthetic process
b2041,GO:0050662,coenzyme binding
b2042,GO:0003983,UTP:glucose-1-phosphate uridylyltransferase activity
b2042,GO:0005829,cytosol
b2044,GO:0016757,"transferase activity, transferring glycosyl groups"
b2046,GO:0005886,plasma membrane
b2047,GO:0005886,plasma membrane
b2047,GO:0009242,colanic acid biosynthetic process
b2047,GO:0089702,undecaprenyl-phosphate glucose phosphotransferase activity
b2048,GO:0004615,phosphomannomutase activity
b2048,GO:0009298,GDP-mannose biosynthetic process
b2049,GO:0004475,mannose-1-phosphate guanylyltransferase activity
b2049,GO:0006972,hyperosmotic response
b2049,GO:0009242,colanic acid biosynthetic process
b2049,GO:0009298,GDP-mannose biosynthetic process
b2049,GO:0016757,"transferase activity, transferring glycosyl groups"
b2050,GO:0016757,"transferase activity, transferring glycosyl groups"
b2051,GO:0000287,magnesium ion binding
b2051,GO:0030145,manganese ion binding
b2051,GO:0047917,GDP-glucosidase activity
b2052,GO:0050577,GDP-L-fucose synthase activity
b2053,GO:0008446,"GDP-mannose 4,6-dehydratase activity"
b2054,GO:0008374,O-acyltransferase activity
b2055,GO:0016757,"transferase activity, transferring glycosyl groups"
b2056,GO:0005886,plasma membrane
b2057,GO:0005829,cytosol
b2057,GO:0008921,"lipopolysaccharide-1,6-galactosyltransferase activity"
b2057,GO:0009103,lipopolysaccharide biosynthetic process
b2058,GO:0005829,cytosol
b2058,GO:0009001,serine O-acetyltransferase activity
b2058,GO:0016407,acetyltransferase activity
b2058,GO:0019344,cysteine biosynthetic process
b2059,GO:0016757,"transferase activity, transferring glycosyl groups"
b2060,GO:0004713,protein tyrosine kinase activity
b2060,GO:0005886,plasma membrane
b2060,GO:0005887,integral component of plasma membrane
b2060,GO:0009242,colanic acid biosynthetic process
b2060,GO:0016020,membrane
b2060,GO:0016887,ATPase activity
b2060,GO:0018108,peptidyl-tyrosine phosphorylation
b2060,GO:0038083,peptidyl-tyrosine autophosphorylation
b2061,GO:0004725,protein tyrosine phosphatase activity
b2061,GO:0009242,colanic acid biosynthetic process
b2063,GO:0005886,plasma membrane
b2064,GO:0005886,plasma membrane
b2064,GO:0005887,integral component of plasma membrane
b2064,GO:0090313,regulation of protein targeting to membrane
b2065,GO:0005829,cytosol
b2065,GO:0008829,dCTP deaminase activity
b2065,GO:0009314,response to radiation
b2065,GO:0015949,nucleobase-containing small molecule interconversion
b2066,GO:0004849,uridine kinase activity
b2066,GO:0005829,cytosol
b2066,GO:0006206,pyrimidine nucleobase metabolic process
b2066,GO:0043097,pyrimidine nucleoside salvage
b2066,GO:0043771,cytidine kinase activity
b2067,GO:0005886,plasma membrane
b2067,GO:0052621,diguanylate cyclase activity
b2068,GO:0003905,alkylbase DNA N-glycosylase activity
b2068,GO:0005737,cytoplasm
b2068,GO:0006281,DNA repair
b2068,GO:0006284,base-excision repair
b2068,GO:0006285,"base-excision repair, AP site formation"
b2068,GO:0006307,DNA dealkylation involved in DNA repair
b2068,GO:0006974,cellular response to DNA damage stimulus
b2068,GO:0008725,DNA-3-methyladenine glycosylase activity
b2068,GO:0032131,alkylated DNA binding
b2068,GO:0032993,protein-DNA complex
b2068,GO:0043916,DNA-7-methylguanine glycosylase activity
b2074,GO:0005215,transporter activity
b2074,GO:0006855,drug transmembrane transport
b2075,GO:0005515,protein binding
b2075,GO:0005886,plasma membrane
b2075,GO:0005887,integral component of plasma membrane
b2075,GO:0006855,drug transmembrane transport
b2075,GO:0015307,drug:proton antiporter activity
b2076,GO:0005515,protein binding
b2076,GO:0005886,plasma membrane
b2076,GO:0005887,integral component of plasma membrane
b2076,GO:0006855,drug transmembrane transport
b2076,GO:0015307,drug:proton antiporter activity
b2077,GO:0005886,plasma membrane
b2078,GO:0000155,phosphorelay sensor kinase activity
b2078,GO:0000160,phosphorelay signal transduction system
b2078,GO:0005886,plasma membrane
b2078,GO:0016021,integral component of membrane
b2078,GO:0046777,protein autophosphorylation
b2079,GO:0000986,bacterial-type proximal promoter sequence-specific DNA binding
b2079,GO:0005829,cytosol
b2079,GO:0006351,"transcription, DNA-templated"
b2079,GO:0042802,identical protein binding
b2079,GO:2000144,"positive regulation of DNA-templated transcription, initiation"
b2079,GO:2001023,regulation of response to drug
b2081,GO:0005829,cytosol
b2082,GO:0045893,"positive regulation of transcription, DNA-templated"
b2086,GO:0001727,lipid kinase activity
b2086,GO:0005515,protein binding
b2091,GO:0005829,cytosol
b2091,GO:0008270,zinc ion binding
b2091,GO:0008868,galactitol-1-phosphate 5-dehydrogenase activity
b2091,GO:0016491,oxidoreductase activity
b2091,GO:0019404,galactitol catabolic process
b2091,GO:0042802,identical protein binding
b2091,GO:0055114,oxidation-reduction process
b2092,GO:0005886,plasma membrane
b2092,GO:0005887,integral component of plasma membrane
b2092,GO:0009401,phosphoenolpyruvate-dependent sugar phosphotransferase system
b2092,GO:0015796,galactitol transport
b2092,GO:0090584,protein-phosphocysteine-galactitol-phosphotransferase system transporter activity
b2093,GO:0005829,cytosol
b2093,GO:0009401,phosphoenolpyruvate-dependent sugar phosphotransferase system
b2093,GO:0015796,galactitol transport
b2093,GO:0090563,protein-phosphocysteine-sugar phosphotransferase activity
b2093,GO:0090584,protein-phosphocysteine-galactitol-phosphotransferase system transporter activity
b2094,GO:0005829,cytosol
b2094,GO:0005886,plasma membrane
b2094,GO:0009401,phosphoenolpyruvate-dependent sugar phosphotransferase system
b2094,GO:0015796,galactitol transport
b2094,GO:0090584,protein-phosphocysteine-galactitol-phosphotransferase system transporter activity
b2095,GO:0005887,integral component of plasma membrane
b2095,GO:0009401,phosphoenolpyruvate-dependent sugar phosphotransferase system
b2095,GO:0034219,carbohydrate transmembrane transport
b2095,GO:0051119,sugar transmembrane transporter activity
b2096,GO:0005515,protein binding
b2096,GO:0009025,tagatose-bisphosphate aldolase activity
b2096,GO:0019404,galactitol catabolic process
b2097,GO:0004332,fructose-bisphosphate aldolase activity
b2097,GO:0005515,protein binding
b2097,GO:0005829,cytosol
b2097,GO:0016020,membrane
b2097,GO:0042802,identical protein binding
b2098,GO:0005886,plasma membrane
b2100,GO:0005829,cytosol
b2100,GO:0019200,carbohydrate kinase activity
b2100,GO:0046835,carbohydrate phosphorylation
b2103,GO:0005829,cytosol
b2103,GO:0008902,hydroxymethylpyrimidine kinase activity
b2103,GO:0009228,thiamine biosynthetic process
b2103,GO:0009229,thiamine diphosphate biosynthetic process
b2103,GO:0016310,phosphorylation
b2104,GO:0004417,hydroxyethylthiazole kinase activity
b2104,GO:0005829,cytosol
b2104,GO:0036172,thiamine salvage
b2104,GO:0042802,identical protein binding
b2105,GO:0045892,"negative regulation of transcription, DNA-templated"
b2106,GO:0005886,plasma membrane
b2106,GO:0005887,integral component of plasma membrane
b2106,GO:0010045,response to nickel cation
b2106,GO:0015099,nickel cation transmembrane transporter activity
b2106,GO:0032025,response to cobalt ion
b2106,GO:0035444,nickel cation transmembrane transport
b2106,GO:0035784,nickel cation homeostasis
b2106,GO:0046583,cation efflux transmembrane transporter activity
b2107,GO:0005507,copper ion binding
b2107,GO:0005829,cytosol
b2107,GO:0006974,cellular response to DNA damage stimulus
b2107,GO:0010045,response to nickel cation
b2107,GO:0030288,outer membrane-bounded periplasmic space
b2107,GO:0032025,response to cobalt ion
b2107,GO:1901652,response to peptide
b2108,GO:0009289,pilus
b2108,GO:0043709,cell adhesion involved in single-species biofilm formation
b2109,GO:0006974,cellular response to DNA damage stimulus
b2109,GO:0009279,cell outer membrane
b2109,GO:0009297,pilus assembly
b2109,GO:0015473,fimbrial usher porin activity
b2109,GO:0043711,pilus organization
b2110,GO:0006457,protein folding
b2110,GO:0043711,pilus organization
b2111,GO:0007155,cell adhesion
b2111,GO:0009289,pilus
b2113,GO:0005829,cytosol
b2114,GO:0004825,methionine-tRNA ligase activity
b2114,GO:0005515,protein binding
b2114,GO:0005829,cytosol
b2114,GO:0006431,methionyl-tRNA aminoacylation
b2114,GO:0008270,zinc ion binding
b2114,GO:0016020,membrane
b2120,GO:0005829,cytosol
b2121,GO:0006928,movement of cell or subcellular component
b2122,GO:0005829,cytosol
b2125,GO:0000160,phosphorelay signal transduction system
b2125,GO:0005515,protein binding
b2125,GO:0006355,"regulation of transcription, DNA-templated"
b2126,GO:0000155,phosphorelay sensor kinase activity
b2126,GO:0000160,phosphorelay signal transduction system
b2126,GO:0005886,plasma membrane
b2126,GO:0005887,integral component of plasma membrane
b2126,GO:0018106,peptidyl-histidine phosphorylation
b2127,GO:0003700,DNA binding transcription factor activity
b2127,GO:0005515,protein binding
b2128,GO:0005215,transporter activity
b2128,GO:0005886,plasma membrane
b2128,GO:0031460,glycine betaine transport
b2128,GO:0055052,"ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing"
b2129,GO:0005524,ATP binding
b2129,GO:0031459,glycine betaine-transporting ATPase activity
b2129,GO:0031460,glycine betaine transport
b2129,GO:0055052,"ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing"
b2130,GO:0005215,transporter activity
b2130,GO:0005886,plasma membrane
b2130,GO:0031460,glycine betaine transport
b2130,GO:0055052,"ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing"
b2131,GO:0005215,transporter activity
b2131,GO:0005886,plasma membrane
b2131,GO:0030288,outer membrane-bounded periplasmic space
b2131,GO:0031460,glycine betaine transport
b2131,GO:0071474,cellular hyperosmotic response
b2132,GO:0004553,"hydrolase activity, hydrolyzing O-glycosyl compounds"
b2132,GO:0008422,beta-glucosidase activity
b2132,GO:0009251,glucan catabolic process
b2132,GO:0015926,glucosidase activity
b2132,GO:0030288,outer membrane-bounded periplasmic space
b2132,GO:0042597,periplasmic space
b2133,GO:0004458,D-lactate dehydrogenase (cytochrome) activity
b2133,GO:0005886,plasma membrane
b2133,GO:0009055,electron transfer activity
b2133,GO:0009060,aerobic respiration
b2133,GO:0009061,anaerobic respiration
b2133,GO:0016901,"oxidoreductase activity, acting on the CH-OH group of donors, quinone or similar compound as acceptor"
b2133,GO:0019516,lactate oxidation
b2133,GO:0022904,respiratory electron transport chain
b2133,GO:0031234,extrinsic component of cytoplasmic side of plasma membrane
b2133,GO:0050660,flavin adenine dinucleotide binding
b2133,GO:0051990,(R)-2-hydroxyglutarate dehydrogenase activity
b2133,GO:0071949,FAD binding
b2134,GO:0000270,peptidoglycan metabolic process
b2134,GO:0004175,endopeptidase activity
b2134,GO:0042493,response to drug
b2134,GO:0043093,FtsZ-dependent cytokinesis
b2134,GO:0071555,cell wall organization
b2135,GO:0005886,plasma membrane
b2135,GO:0006974,cellular response to DNA damage stimulus
