locus_tag,gene_name,synonyms,gene_product,COG,regulator,uniprot,start,end,strand,in_iM,in_sg_iM,essential,core_genome,iML1515,oxidizeME,DGF_strain,MS57,pseudogene,y_ome,k_eff,schmidt_prot_med,heckmann_prot_med,p1k_ctrl_log_tpm,p1k_log_tpm_med,p1k_log_tpm_med_abs_dev
b1897,otsB,otsB,trehalose-6-phosphate phosphatase,Carbohydrate transport and metabolism,"RpoS,ppGpp",P31678,1981587,1982387,-,True,False,False,False,True,True,False,True,False,False,False,89.0,,6.566655226,6.018428949,1.451746548
b4460,araH,araH,arabinose ABC transporter membrane subunit,Carbohydrate transport and metabolism,"RpoD,RpoS,AraC,Crp",P0AE26,1982554,1983540,-,True,False,False,False,True,True,False,True,False,False,False,,,2.833670242,3.073375405,0.4037145078213351
b1900,araG,araG,arabinose ABC transporter ATP binding subunit,Inorganic ion transport and metabolism,"RpoD,RpoS,AraC,Crp",P0AAF3,1983555,1985069,-,True,False,False,False,True,True,False,True,False,False,False,,,2.37383057,2.295367127,0.48436224999999977
b1901,araF,araF,arabinose ABC transporter periplasmic binding protein,Carbohydrate transport and metabolism,"RpoD,RpoS,AraC,Crp,Nac,spf",P02924,1985139,1986128,-,True,False,False,False,True,True,False,True,False,False,False,128.5,,2.4470410520000003,2.5431136749243706,0.5310707400756294
b1902,ftnB,ftnB;yecI,putative ferritin-like protein,Inorganic ion transport and metabolism,"RpoD,RpoE,ppGpp,CpxR,Nac",P0A9A2,1986925,1987428,+,True,False,False,False,False,False,False,True,False,True,False,,,6.232109314000001,6.031192712999999,0.9052279846658235
b4537,yecJ,yecJ,DUF2766 domain-containing protein YecJ,Function unknown,ppGpp,P0AD10,1987507,1987758,-,True,False,False,False,False,False,False,True,False,True,False,382.0,,8.319703136,7.109607897,0.6032926700000001
b4663,azuC,azuC,uncharacterized protein AzuC,No COG annotation,,C1P605,1987873,1987959,-,False,False,False,False,False,False,False,True,False,True,False,,,,,
b1904,yecR,yecR,lipoprotein YecR,Function unknown,"Fnr,FlhDC",P76308,1988222,1988545,+,True,False,False,False,False,False,False,True,False,True,False,,,2.3196241815,2.5253434930000003,1.0692789729999999
b1905,ftnA,ftnA;ftn;gen-165;rsgA,ferritin iron storage protein,Inorganic ion transport and metabolism,"RpoD,H-NS,Fur",P0A998,1988716,1989213,+,True,False,False,False,False,False,False,True,False,False,True,1097.5,331.0,7.721649096,7.136338339,0.9322833609999996
b1906,yecH,yecH,DUF2492 domain-containing protein YecH,Function unknown,,P46887,1989251,1989490,-,True,False,False,False,False,False,False,True,False,True,False,,,3.6725172705,3.887071377,1.109077471
b1907,tyrP,tyrP,tyrosine:H(+) symporter,Amino acid transport and metabolism,"RpoD,IHF,HU,TyrR,ppGpp,Lrp",P0AAD4,1989681,1990892,+,True,False,False,False,True,True,True,True,False,False,False,,,4.793482466,4.3098340660000005,0.62768473713116
b1908,yecA,yecA,UPF0149 family protein YecA,Energy production and conversion,YgaV,P0AD05,1990954,1991619,-,True,False,False,False,False,False,True,True,False,True,True,560.0,245.0,6.581008335,6.973304009,0.4581917870000005
b1912,pgsA,pgsA,phosphatidylglycerophosphate synthase,Lipid transport and metabolism,,P0ABF8,1992269,1992817,-,False,False,True,False,True,True,True,True,False,False,False,,,7.2022239975,7.06140776,0.2931138450000006
b1913,uvrC,uvrC,excision nuclease subunit C,"Replication, recombination and repair","RpoD,LexA",P0A8G0,1992874,1994706,-,False,False,False,False,False,False,True,True,False,False,False,1.0,,6.466139098999999,6.251242568,0.418144225999999
b1914,uvrY,uvrY;yecB,DNA-binding transcriptional activator UvrY,Transcription,"RpoD,LexA,DeaD,Nac",P0AED5,1994703,1995359,-,True,False,False,False,False,False,False,True,False,False,True,89.5,201.0,7.508825209000001,7.56476379,0.37913617799999955
b4752,yecU,,protein YecU,No COG annotation,,UPI00016A03F3,1995655,1995831,+,False,False,False,False,False,False,False,False,False,False,False,,,,,
b1915,yecF,yecF,DUF2594 domain-containing protein YecF,Function unknown,"FliA,ppGpp,Nac",P0AD07,1995818,1996042,+,True,False,False,False,False,False,False,True,False,True,False,169.0,,5.6579445285,5.9121119539999984,0.6953261809999987
b1916,sdiA,sdiA,DNA-binding transcriptional dual regulator SdiA,Transcription,"RpoD,DeaD,CsrA,Nac",P07026,1996110,1996832,-,True,False,False,False,False,False,False,True,False,False,False,,,4.8826091635,5.193576729531508,0.4980623505315087
b1917,tcyN,yecC,cystine ABC transporter ATP binding subunit,Inorganic ion transport and metabolism,,P37774,1997062,1997814,-,True,False,False,False,True,False,False,False,False,False,True,273.5,372.0,6.352394105,6.5161664834651125,0.4142569954651121
b1918,tcyL,yecS,cystine ABC transporter membrane subunit,Inorganic ion transport and metabolism,,P0AFT2,1997811,1998479,-,True,False,False,False,True,False,False,False,False,False,True,104.0,133.0,6.3567953055,6.381923909,0.36794203499999956
b1919,dcyD,dcyD;yedO,D-cysteine desulfhydrase,Amino acid transport and metabolism,Nac,P76316,1998494,1999480,-,True,False,False,False,True,True,False,False,False,False,True,739.5,988.0,7.4235966875,7.167231132,0.4032722050000004
b1920,tcyJ,fliY;yzzR,cystine ABC transporter periplasmic binding protein,Amino acid transport and metabolism,"RpoD,omrA,omrB,H-NS,CysB,FliA,IHF,NsrR,EcpR,SutR,CsgD,FlhDC,gcvB",P0AEM9,1999585,2000385,-,True,False,False,False,True,False,False,False,False,False,True,9044.5,4148.0,9.2935626895,9.317045959,0.42495201799999904
b1921,fliZ,fliZ;yedH,DNA-binding transcriptional regulator FliZ,Transcription,"RpoD,YidZ,H-NS,FliA,IHF,NsrR,EcpR,SutR,CsgD,FlhDC",P52627,2000473,2001024,-,True,False,False,False,False,False,False,False,False,False,False,,,3.0662954585,4.092203832,1.248982115
b1922,fliA,fliA;flaD;rpoF,RNA polymerase%2C sigma 28 (sigma F) factor,Transcription,"RpoD,YdcN,H-NS,FliA,IHF,NsrR,EcpR,FlhDC,SutR,CsgD,Lrp",P0AEM6,2001070,2001789,-,True,False,False,False,False,True,False,False,False,False,True,3.0,135.0,3.1576643200000003,3.803446606,2.1772025420000003
b1923,fliC,fliC;flaF;hag,flagellar filament structural protein,Cell motility,"GadE,H-NS,FliA,EcpR,Nac",P04949,2002110,2003606,-,True,False,False,False,False,False,False,False,False,False,True,12.0,641.0,5.152755707000001,5.796517415,1.0264204550000002
b1924,fliD,fliD;flaV;flbC,flagellar filament capping protein,Cell motility,"RpoD,FliA,FlhDC,Nac",P24216,2003872,2005278,+,True,False,False,False,False,False,False,False,False,False,False,,,2.3021962915,2.623908543,0.8892258520000003
b1925,fliS,fliS,flagellar biosynthesis protein FliS,Cell motility,"RpoD,FliA,FlhDC",P26608,2005303,2005713,+,True,False,False,False,False,False,False,False,False,True,False,,,2.898284239,2.9507797671419267,0.9292203258580733
b1926,fliT,fliT,flagellar biosynthesis protein FliT,Transcription,"RpoD,FliA,FlhDC",P0ABY2,2005713,2006078,+,True,False,False,False,False,False,False,False,False,True,False,,,2.126921099,2.755120135,0.8108259680000001
b1927,amyA,amyA;yedC,alpha-amylase,Carbohydrate transport and metabolism,RpoD,P26612,2006156,2007643,+,True,False,False,False,True,True,False,False,False,False,False,127.0,,6.9785071025,6.319496687000001,0.944887639000001
b1928,yedD,yedD,lipoprotein YedD,Cell wall/membrane/envelope biogenesis,,P31063,2007677,2008090,-,False,False,False,False,False,False,False,False,False,True,True,1489.0,859.0,7.9435844355,7.609305332999999,0.3073067037090782
b1929,yedE,yedE,putative selenium transporter YedE,Function unknown,ppGpp,P31064,2008277,2009482,+,True,False,False,False,False,False,False,False,False,True,True,73.0,320.0,6.943453118499999,6.6856627920000005,0.6093503295966229
b1930,yedF,yedF,putative sulfurtransferase YedF,"Post-translational modification, protein turnover,and chaperones",,P0AA31,2009479,2009712,+,True,False,False,False,False,False,False,False,False,True,False,2162.5,,6.4841156875,6.833679956,0.7320872310000004
b1931,yedK,yedK;yedG,putative SOS response-associated peptidase YedK,Amino acid transport and metabolism,,P76318,2009821,2010489,+,False,False,False,False,False,False,False,False,False,True,False,2.0,,3.609695522,3.48170843,0.5669316639999997
b1932,yedL,yedL,putative acetyltransferase YedL,Transcription,Nac,P76319,2010600,2011079,+,True,False,False,False,False,False,False,False,False,True,False,,,5.366193860999999,3.783360612,0.5436457309999998
b4495,yedN,,putative type III secreted effector%2C N-terminal fragment,Function unknown,gcvB,,2011223,2012351,-,True,False,False,False,False,False,False,False,True,False,False,,,0.8574216775,0.7813229009999999,0.478708885263621
b1936,intG,intG,putative defective phage integrase,"Replication, recombination and repair",,,2012502,2012780,+,True,True,False,False,False,False,False,False,True,False,False,,,1.683791513,1.6461743464917002,0.6644835184917003
b1937,fliE,fliE;flaAI;flaN,flagellar basal-body protein FliE,Cell motility,"RpoD,FliA,FlhDC,CsgD",P0A8T5,2012700,2013014,-,True,False,False,False,False,False,False,False,False,False,False,,,3.1363811220000004,2.78498959,1.0791368309999998
b1938,fliF,fliF;flaAII.1;flaBI,flagellar basal-body MS-ring and collar protein,Cell motility,"RpoD,FliA,CsgD,FlhDC",P25798,2013229,2014887,+,True,False,False,False,False,False,False,False,False,False,False,0.0,,2.473128817,2.203774514,1.3676832030000001
b1939,fliG,fliG;flaAII.2;flaBII,flagellar motor switch protein FliG,Cell motility,"RpoD,FliA,FlhDC,CsgD",P0ABZ1,2014880,2015875,+,True,False,False,False,False,False,False,False,False,False,False,6.0,,2.766289847,2.711008432,1.1472804255470401
b1940,fliH,fliH;flaAII.3;flaBIII,flagellar biosynthesis protein FliH,Cell motility,"RpoD,FliA,FlhDC,CsgD",P31068,2015868,2016554,+,True,False,False,False,False,False,False,False,False,False,False,,,2.0159559985,2.715000189,1.2244251320000001
b1941,fliI,fliI;flaAIII;flaC,flagellum-specific ATP synthase FliI,Cell motility,"RpoD,FliA,FlhDC,CsgD",P52612,2016554,2017927,+,True,False,False,False,False,False,False,False,False,False,False,,,2.00230911,1.835067452,1.044574491
b1942,fliJ,fliJ;flaO;flaS,flagellar biosynthesis protein FliJ,Cell motility,"RpoD,FliA,FlhDC,CsgD",P52613,2017946,2018389,+,True,False,False,False,False,False,False,False,False,False,False,11.0,,2.0049795625,1.858428787,1.111473164
b1943,fliK,fliK;flaE;flaR,flagellar hook-length control protein,Cell motility,"RpoD,FliA,FlhDC,CsgD",P52614,2018386,2019513,+,True,False,False,False,False,False,False,False,False,True,False,,,2.406149452,2.171004812,0.864647086
b1944,fliL,fliL;cheC1;flaAI;flaQI,flagellar protein FliL,Cell motility,"RpoD,FliA,FlhDC",P0ABX8,2019618,2020082,+,True,False,False,False,False,False,False,False,False,False,False,,,3.3422228885000003,3.149506143,1.6380071049999998
b1945,fliM,fliM;cheC2;flaAII;flaQII,flagellar motor switch protein FliM,Cell motility,"RpoD,FliA,FlhDC",P06974,2020087,2021091,+,True,False,False,False,False,False,False,False,False,False,False,,,3.1005983815000002,2.7810726590231107,1.3416469540231106
b1946,fliN,fliN;flaN;motD,flagellar motor switch protein FliN,Cell motility,"RpoD,FliA,FlhDC",P15070,2021088,2021501,+,True,False,False,False,False,False,False,False,False,False,False,,,2.326761502,2.5670893547510327,1.378969803909571
b1947,fliO,fliO;flaP;flbD,flagellar biosynthesis protein FliO,Cell motility,"RpoD,FliA,FlhDC",P22586,2021504,2021869,+,True,False,False,False,False,False,False,False,False,False,False,,,2.023150224,1.9391324187346384,1.2021906587346383
b1948,fliP,fliP;flaR,flagellar biosynthesis protein FliP,Cell motility,"RpoD,FliA,ppGpp,FlhDC",P0AC05,2021869,2022606,+,True,False,False,False,False,False,False,False,False,False,False,,,1.3596117104999998,1.70600987,0.9310600699999999
b1949,fliQ,fliQ;flaQ,flagellar biosynthesis protein FliQ,Cell motility,"RpoD,FliA,FlhDC",P0AC07,2022616,2022885,+,True,False,False,False,False,False,False,False,False,False,False,,,1.054154388,1.946477092,0.9409328540000002
b1950,fliR,fliR;flaP,flagellar biosynthesis protein FliR,Cell motility,"RpoD,FliA,FlhDC",P33135,2022893,2023678,+,True,False,False,False,False,False,False,False,False,False,False,,,0.799339215,1.3562252590763024,0.6711860420763024
b1951,rcsA,rcsA,DNA-binding transcriptional activator RcsA,Transcription,"RpoD,H-NS,RcsAB,GadE,Nac",P0DMC9,2023968,2024591,+,True,False,False,False,False,False,False,True,False,False,False,,,3.3007009675,3.832233257,0.8826734589999998
b1952,dsrB,dsrB,protein DsrB,Function unknown,,P0AEG8,2024635,2024823,-,True,False,False,False,False,False,False,True,False,True,False,,,6.167695843500001,6.558575241940153,0.618027221940153
b1953,yodD,yodD,stress-induced protein,Function unknown,,P64519,2024986,2025213,+,True,False,False,False,False,False,False,True,False,True,False,85.0,,5.832800954,6.678788451355729,1.1482450252711773
b1955,yedP,yedP,putative mannosyl-3-phosphoglycerate phosphatase,Function unknown,ppGpp,P76329,2025511,2026326,+,True,False,False,False,False,False,True,True,False,True,False,62.5,,5.501272806,5.289149748,1.0486324568896679
b1956,dgcQ,dgcQ;yedQ,putative diguanylate cyclase DgcQ,Signal transduction mechanisms,Lrp,P76330,2026323,2028017,-,False,False,False,False,False,False,True,True,False,True,False,10.0,,4.8098557335,4.717033262357671,0.36319296373967624
b1957,yodC,yodC,protein YodC,Function unknown,Lrp,P64517,2028188,2028370,-,True,False,False,False,False,False,True,True,False,True,False,,,4.3625916875,5.314308215458137,0.9578478442607841
b1958,yedI,yedI,conserved inner membrane protein YedI,Function unknown,,P46125,2028449,2029366,-,True,False,False,False,False,False,True,True,False,True,False,,,4.2891812705,5.2025938410000006,0.6027839439999996
b1959,yedA,yedA,putative transporter YedA,Amino acid transport and metabolism,,P0AA70,2029539,2030459,+,True,False,False,False,False,False,True,True,False,True,False,,,1.2215542259999999,1.787132288,0.6098722809999999
b1960,vsr,vsr,DNA mismatch endonuclease of the very short patch (VSP) mismatch repair pathway,"Replication, recombination and repair",,P09184,2030448,2030918,-,False,False,False,False,False,False,False,True,False,False,False,,,4.7667202465,4.437739956278842,0.36664910427884223
b1961,dcm,dcm;mec,DNA-cytosine methyltransferase,"Replication, recombination and repair","YidZ,Nac",P0AED9,2030899,2032317,-,False,False,False,False,False,False,False,True,False,False,False,15.5,,6.344160065500001,5.945930634206022,0.2550793097939783
b1962,yedJ,yedJ,putative HD superfamily phosphohydrolase YedJ,Function unknown,,P46144,2032384,2033079,-,True,False,False,False,False,False,False,True,False,True,False,,,6.030876172999999,5.620580806,0.49477913899999937
b1963,yedR,yedR,putative inner membrane protein,No COG annotation,,P76334,2033119,2033484,-,True,False,False,False,False,False,False,True,False,True,False,,,6.1890716569999995,5.244673226000001,0.9511509429999991
b4496,yedS,yedS,putative outer membrane protein YedS%2C N-terminal fragment,Cell wall/membrane/envelope biogenesis,,,2034051,2035243,+,False,False,False,False,False,False,False,True,True,False,False,,,2.9787834015000003,3.526767145,0.49003124
b1967,hchA,hchA;yedU;yzzC,protein/nucleic acid deglycase 1,"Translation, ribosomal structure and biogenesis","RpoD,RpoS,ppGpp,H-NS,ArgR,Nac",P31658,2035835,2036686,+,True,False,False,False,True,False,False,True,False,False,True,746.5,190.0,7.512180000999999,6.7546032920000005,1.41670066
b1968,hprS,hprS;yedV,sensory histidine kinase HprS,Signal transduction mechanisms,,P76339,2036794,2038152,-,True,False,False,False,False,False,False,True,False,False,False,4.0,,4.9399795545,4.47961972,0.6738388159999995
b1969,hprR,hprR;yedW,DNA-binding transcriptional dual regulator HprR,Transcription,Nac,P76340,2038152,2038823,-,True,False,False,False,False,False,False,True,False,False,False,,,5.7887730305,5.675773540569111,0.6871217094308895
b1970,yedX,hiuH;yedX,hydroxyisourate hydrolase/transthyretin-related protein,Nucleotide transport and metabolism,"RpoD,PhoB,CusR,HprR",P76341,2038956,2039369,+,True,False,False,False,False,False,False,True,False,False,False,162.0,,3.6739864320000004,4.172321092,0.5885007480000004
b1971,msrP,msrP;yedY,periplasmic protein-L-methionine sulfoxide reductase catalytic subunit,Energy production and conversion,,P76342,2039478,2040482,+,True,False,False,False,False,False,False,True,False,False,False,16.0,,5.0405476845,4.770018184,0.6845231005542418
b1972,msrQ,msrQ;yedZ,periplasmic protein-L-methionine sulfoxide reductase heme binding subunit,Energy production and conversion,,P76343,2040483,2041118,+,True,False,False,False,False,False,False,True,False,False,False,,,3.7524775375,3.965802349,0.572564254
b1973,zinT,zinT;yodA,metal-binding protein ZinT,Function unknown,"RpoD,OxyR,SoxS,Zur,Fur",P76344,2041375,2042025,+,True,False,False,False,False,False,True,True,False,False,False,0.0,,2.8504307645,3.455444297,0.8687502163234488
b1974,yodB,yodB,putative cytochrome,Energy production and conversion,"YeiE,ppGpp,GlaR",P76345,2042368,2042898,+,True,False,False,False,False,False,True,True,False,True,False,,,3.496205004,2.737339132,0.7904914779999999
b1976,mtfA,mtfA;yeeI,Mlc titration factor,Function unknown,Nac,P76346,2043651,2044448,+,True,False,False,False,False,False,True,True,False,False,False,692.0,,6.813952845999999,6.829794207000001,0.6457769466664187
b1978,yeeJ,yeeJ,inverse autotransporter adhesin,Cell wall/membrane/envelope biogenesis,,P76347,2044938,2052014,+,False,False,False,False,False,False,True,True,False,True,False,,,3.0223950205000003,3.137889866,0.2380422769999999
b4497,yeeL,yeeL,putative glycosyltransferase%2C N-terminal fragment,Cell wall/membrane/envelope biogenesis,,,2052276,2053328,-,False,False,False,False,False,False,True,True,True,False,False,,,1.392256259,1.4035916190975093,0.32622717190249073
